id,seafloor
Ripple 45°_Sure.00127.png,Ripple 45°
Ripple 45°_Sure.00129.png,Ripple 45°
Ripple 45°_Sure.00130.png,Ripple 45°
Ripple 45°_Sure.00132.png,Ripple 45°
Rock_Sure.00065.png,Rock
Rock_Sure.00066.png,Rock
Rock_Sure.00074.png,Rock
Rock_Sure.00077.png,Rock
Rock_Sure.00099.png,Rock
Rock_Sure.00108.png,Rock
Rock_Sure.00112.png,Rock
Rock_Sure.00118.png,Rock
Rock_Sure.00123.png,Rock
Rock_Sure.00126.png,Rock
Rock_Sure.00145.png,Rock
Rock_Sure.00150.png,Rock
Rock_Sure.00155.png,Rock
Rock_Sure.00161.png,Rock
Rock_Sure.00229.png,Rock
Rock_Sure.00230.png,Rock
Rock_Sure.00236.png,Rock
Rock_Sure.00246.png,Rock
Rock_Sure.00247.png,Rock
Rock_Sure.00297.png,Rock
Rock_Sure.00349.png,Rock
Rock_Sure.00355.png,Rock
Rock_Sure.00356.png,Rock
Rock_Sure.00357.png,Rock
Rock_Sure.00358.png,Rock
Rock_Sure.00373.png,Rock
Rock_Sure.00385.png,Rock
Rock_Sure.00386.png,Rock
Rock_Sure.00402.png,Rock
Rock_Sure.00413.png,Rock
Rock_Sure.00420.png,Rock
Rock_Sure.00438.png,Rock
Rock_Sure.00448.png,Rock
Rock_Sure.00470.png,Rock
Rock_Sure.00471.png,Rock
Rock_Sure.00477.png,Rock
Rock_Sure.00494.png,Rock
Rock_Sure.00523.png,Rock
Rock_Sure.00533.png,Rock
Rock_Sure.00535.png,Rock
Rock_Sure.00536.png,Rock
Rock_Sure.00537.png,Rock
Rock_Sure.00539.png,Rock
Rock_Sure.00540.png,Rock
Rock_Sure.00546.png,Rock
Rock_Sure.00585.png,Rock
Rock_Sure.00587.png,Rock
Rock_Sure.00590.png,Rock
Rock_Sure.00596.png,Rock
Rock_Sure.00644.png,Rock
Rock_Sure.00645.png,Rock
Rock_Sure.00656.png,Rock
Rock_Sure.00732.png,Rock
Rock_Sure.00772.png,Rock
Rock_Sure.00804.png,Rock
Rock_Sure.00862.png,Rock
Rock_Sure.00887.png,Rock
Rock_Sure.00888.png,Rock
Rock_Sure.00967.png,Rock
Rock_Sure.00970.png,Rock
Sand_Sure.00001.png,Sand
Sand_Sure.00014.png,Sand
Sand_Sure.00016.png,Sand
Sand_Sure.00018.png,Sand
Sand_Sure.00022.png,Sand
Sand_Sure.00025.png,Sand
Sand_Sure.00027.png,Sand
Sand_Sure.00028.png,Sand
Sand_Sure.00033.png,Sand
Sand_Sure.00035.png,Sand
Sand_Sure.00038.png,Sand
Sand_Sure.00041.png,Sand
Sand_Sure.00042.png,Sand
Sand_Sure.00043.png,Sand
Sand_Sure.00046.png,Sand
Sand_Sure.00047.png,Sand
Sand_Sure.00048.png,Sand
Sand_Sure.00051.png,Sand
Sand_Sure.00053.png,Sand
Sand_Sure.00055.png,Sand
Sand_Sure.00058.png,Sand
Sand_Sure.00059.png,Sand
Sand_Sure.00061.png,Sand
Sand_Sure.00063.png,Sand
Sand_Sure.00064.png,Sand
Sand_Sure.00065.png,Sand
Sand_Sure.00068.png,Sand
Sand_Sure.00073.png,Sand
Sand_Sure.00075.png,Sand
Sand_Sure.00076.png,Sand
Sand_Sure.00077.png,Sand
Sand_Sure.00079.png,Sand
Sand_Sure.00081.png,Sand
Sand_Sure.00082.png,Sand
Sand_Sure.00083.png,Sand
Sand_Sure.00089.png,Sand
Sand_Sure.00090.png,Sand
Sand_Sure.00096.png,Sand
Sand_Sure.00100.png,Sand
Sand_Sure.00102.png,Sand
Sand_Sure.00106.png,Sand
Sand_Sure.00107.png,Sand
Sand_Sure.00108.png,Sand
Sand_Sure.00111.png,Sand
Sand_Sure.00112.png,Sand
Sand_Sure.00114.png,Sand
Sand_Sure.00115.png,Sand
Sand_Sure.00118.png,Sand
Sand_Sure.00120.png,Sand
Sand_Sure.00121.png,Sand
Sand_Sure.00122.png,Sand
Sand_Sure.00129.png,Sand
Sand_Sure.00131.png,Sand
Sand_Sure.00141.png,Sand
Sand_Sure.00143.png,Sand
Sand_Sure.00144.png,Sand
Sand_Sure.00147.png,Sand
Sand_Sure.00148.png,Sand
Sand_Sure.00149.png,Sand
Sand_Sure.00157.png,Sand
Silt_Sure.00019.png,Silt
Silt_Sure.00020.png,Silt
Silt_Sure.00022.png,Silt
Silt_Sure.00027.png,Silt
Silt_Sure.00029.png,Silt
Silt_Sure.00048.png,Silt
Silt_Sure.00053.png,Silt
Silt_Sure.00054.png,Silt
Silt_Sure.00058.png,Silt
Silt_Sure.00062.png,Silt
Silt_Sure.00063.png,Silt
Silt_Sure.00076.png,Silt
Silt_Sure.00081.png,Silt
Silt_Sure.00087.png,Silt
Silt_Sure.00095.png,Silt
Silt_Sure.00101.png,Silt
Silt_Sure.00139.png,Silt
Silt_Sure.00166.png,Silt
Silt_Sure.00510.png,Silt
Silt_Sure.00588.png,Silt
Silt_Sure.00707.png,Silt
Silt_Sure.01000.png,Silt
Silt_Sure.01034.png,Silt
Silt_Sure.01299.png,Silt
Silt_Sure.01307.png,Silt
Silt_Sure.01581.png,Silt
Silt_Sure.01666.png,Silt
Silt_Sure.01670.png,Silt
Silt_Sure.01673.png,Silt
Silt_Sure.01715.png,Silt
Silt_Sure.02508.png,Silt
Silt_Sure.02510.png,Silt
Silt_Sure.02514.png,Silt
Silt_Sure.02650.png,Silt
Silt_Sure.02656.png,Silt
Silt_Sure.02671.png,Silt
Silt_Sure.02673.png,Silt
Silt_Sure.02677.png,Silt
Silt_Sure.02691.png,Silt
Silt_Sure.02692.png,Silt
Silt_Sure.02713.png,Silt
Silt_Sure.02714.png,Silt
Silt_Sure.03117.png,Silt
Silt_Sure.03118.png,Silt
Silt_Sure.03205.png,Silt
Silt_Sure.03208.png,Silt
Silt_Sure.03219.png,Silt
Silt_Sure.03220.png,Silt
Silt_Sure.03580.png,Silt
Silt_Sure.03581.png,Silt
Silt_Sure.03590.png,Silt
Silt_Sure.03922.png,Silt
Silt_Sure.03941.png,Silt
Silt_Sure.03943.png,Silt
Silt_Sure.03947.png,Silt
Silt_Sure.03960.png,Silt
Silt_Sure.03963.png,Silt
Silt_Sure.03966.png,Silt
Silt_Sure.04190.png,Silt
Silt_Sure.04194.png,Silt
Ripple vertical_Sure.00006.png,Ripple vertical
Ripple vertical_Sure.00009.png,Ripple vertical
Ripple vertical_Sure.00014.png,Ripple vertical
Ripple vertical_Sure.00015.png,Ripple vertical
Ripple vertical_Sure.00023.png,Ripple vertical
Ripple vertical_Sure.00026.png,Ripple vertical
Ripple vertical_Sure.00027.png,Ripple vertical
Ripple vertical_Sure.00030.png,Ripple vertical
Ripple vertical_Sure.00037.png,Ripple vertical
Ripple vertical_Sure.00038.png,Ripple vertical
Ripple vertical_Sure.00040.png,Ripple vertical
Ripple vertical_Sure.00041.png,Ripple vertical
Ripple vertical_Sure.00048.png,Ripple vertical
Ripple vertical_Sure.00049.png,Ripple vertical
Ripple vertical_Sure.00053.png,Ripple vertical
Ripple vertical_Sure.00055.png,Ripple vertical
Ripple vertical_Sure.00060.png,Ripple vertical
Ripple vertical_Sure.00072.png,Ripple vertical
Ripple vertical_Sure.00074.png,Ripple vertical
Ripple vertical_Sure.00107.png,Ripple vertical
Ripple vertical_Sure.00111.png,Ripple vertical
Ripple vertical_Sure.00113.png,Ripple vertical
Ripple vertical_Sure.00117.png,Ripple vertical
Ripple vertical_Sure.00119.png,Ripple vertical
Ripple vertical_Sure.00129.png,Ripple vertical
Ripple vertical_Sure.00135.png,Ripple vertical
Ripple vertical_Sure.00155.png,Ripple vertical
Ripple vertical_Sure.00156.png,Ripple vertical
Ripple vertical_Sure.00171.png,Ripple vertical
Ripple vertical_Sure.00175.png,Ripple vertical
Ripple vertical_Sure.00184.png,Ripple vertical
Ripple vertical_Sure.00188.png,Ripple vertical
Ripple vertical_Sure.00192.png,Ripple vertical
Ripple vertical_Sure.00201.png,Ripple vertical
Ripple vertical_Sure.00202.png,Ripple vertical
Ripple vertical_Sure.00203.png,Ripple vertical
Ripple vertical_Sure.00205.png,Ripple vertical
Ripple vertical_Sure.00207.png,Ripple vertical
Ripple vertical_Sure.00229.png,Ripple vertical
Ripple vertical_Sure.00238.png,Ripple vertical
Ripple vertical_Sure.00245.png,Ripple vertical
Ripple vertical_Sure.00268.png,Ripple vertical
Ripple vertical_Sure.00302.png,Ripple vertical
Ripple vertical_Sure.00303.png,Ripple vertical
Ripple vertical_Sure.00306.png,Ripple vertical
Ripple vertical_Sure.00309.png,Ripple vertical
Ripple vertical_Sure.00312.png,Ripple vertical
Ripple vertical_Sure.00358.png,Ripple vertical
Ripple vertical_Sure.00361.png,Ripple vertical
Ripple vertical_Sure.00362.png,Ripple vertical
Ripple vertical_Sure.00379.png,Ripple vertical
Ripple vertical_Sure.00380.png,Ripple vertical
Ripple vertical_Sure.00468.png,Ripple vertical
Ripple vertical_Sure.00470.png,Ripple vertical
Ripple vertical_Sure.00489.png,Ripple vertical
Ripple vertical_Sure.00562.png,Ripple vertical
Ripple vertical_Sure.00564.png,Ripple vertical
Ripple vertical_Sure.00669.png,Ripple vertical
Ripple vertical_Sure.00843.png,Ripple vertical
Ripple vertical_Sure.00855.png,Ripple vertical
